"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","335,173","42.0"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","10.6"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","12","33.4"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","89,993","36.6"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","177,949","35.8"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","11.1"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13,631,040","45.0"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6,650,265","38.4"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","46.9"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","55.8"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","5.9"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,351,701","15.7"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK, ORGANIC - SALES, MEASURED IN LB","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8,908,903","15.9"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","POULTRY, OTHER","POULTRY, OTHER, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","48.4"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","POULTRY, OTHER","POULTRY, OTHER, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.5"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","POULTRY, OTHER","POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3,021,397","47.6"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","SHEEP","SHEEP, INCL LAMBS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","SHEEP","SHEEP, INCL LAMBS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","52.3"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","SHEEP","SHEEP, INCL LAMBS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","53.6"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","SHEEP","SHEEP, INCL LAMBS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","SHEEP","SHEEP, INCL LAMBS, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","53.8"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","53.8"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","TURKEYS","TURKEYS, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, ANIMALS ONLY, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","6.1"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, ANIMALS ONLY, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","78,650,000","27.6"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, PRODUCTS ONLY, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","301","4.1"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, PRODUCTS ONLY, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","86,867,000","34.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, (EXCL COWS), ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","9,723","12.2"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, (EXCL COWS), ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","274","7.6"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, (EXCL COWS), ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","193","8.6"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, (EXCL COWS), ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,788,365","14.2"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, (EXCL COWS), ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6,175","12.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, BEEF, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","855","41.1"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, BEEF, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","35.5"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, BEEF, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","32.8"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, BEEF, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","82,801","36.9"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, BEEF, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","108","35.2"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13,069","11.1"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","253","6.2"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","189","8.7"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,878,085","10.2"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,525","11.2"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","809,535","33.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32","25.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32","25.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","57,208,972","34.5"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,399,366","33.9"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","937,992","42.0"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","64","10.6"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29","33.4"
