"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2019","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)"," (D)","(D)"
"CENSUS","2019","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","18,363,018","50.5"
"CENSUS","2019","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","11,186,384","24.9"
"CENSUS","2019","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","516,186","(H)"
"CENSUS","2019","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","MACHINERY TOTALS","MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","1,121,269","43.4"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (10 OR MORE YEARS)","78","2.4"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (5 TO 9 YEARS)","12","5.7"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (LESS THAN 5 YEARS)","9","7.5"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","221","7.1"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","229","8.7"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","12","53.5"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","47","33.9"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","156,803,530","16.5"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","43,411,290","29.5"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","1,736,539","59.9"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","23,942,908","60.6"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (10 OR MORE YEARS)","65","2.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (5 TO 9 YEARS)","26","5.7"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (LESS THAN 5 YEARS)","9","7.5"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","151","10.1"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","276","10.0"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","4","51.0"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","40","29.5"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","83,139,285","29.6"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","18,148,699","13.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","48,147","50.9"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","3,552,887","51.7"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (10 OR MORE YEARS)","67","2.4"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (5 TO 9 YEARS)","25","5.7"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (LESS THAN 5 YEARS)","8","7.5"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","362","4.7"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","573","5.8"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","26","43.8"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","131","9.9"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","511,668,203","20.6"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","88,384,400","17.8"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","2,072,859","65.5"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","93,260,097","26.6"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (10 OR MORE YEARS)","57","2.4"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (5 TO 9 YEARS)","28","5.7"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS","ORGANIC STATUS AND YEARS IN AG PRODUCTION","ORGANIC STATUS: (NOP USDA CERTIFIED) AND YEARS IN AG PRODUCTION: (LESS THAN 5 YEARS)","15","7.5"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","95","16.1"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","213","7.7"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","8","(H)"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - OPERATIONS WITH SALES","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","19","45.0"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","33,274,354","32.4"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","32,994,687","56.6"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HORTICULTURE TOTALS","HORTICULTURE TOTALS - SALES, MEASURED IN $","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)"," (D)","(D)"
